address_5,title,address_9,address_17,address_19,address_23,address_24,pricing_1,address_3,address_7,address_18,address_21,url,address_22,address_8,address_20,contact_1,address_16,address_11,address_10,address_6,name_1,address_4,address_12,address_1,address_15,address_2,address_13,address_14
,Lek. dent. Daria Rowecka - Umów wizytę online | ZnanyLekarz.pl,,,,,,"Usługi i ceny
Ceny dotyczą wizyt prywatnych.

Konsultacja online

Konsultacje online

Konsultacja protetyczna

Bytkowska 117, Katowice

Od 150 zł

DENTAL STUDIO Daria Rowecka

Bytkowska 117, Katowice

Od 150 zł

DENTAL STUDIO Daria Rowecka

ul. Francuska 36, Katowice

Od 120 zł

Centrum Medyczne LUX MED Stomatologia Katowice ul. Francuska 36

Ostateczna cena usługi zostanie podana przez specjalistę na podstawie wykonanych procedur. Szczegółowy cennik na stronie LUX MED https://www.luxmed.pl/dla-pacjenta/uslugi/cennik

Konsultacja stomatologiczna

ul. Francuska 36, Katowice

Dowiedz się więcej

Centrum Medyczne LUX MED Stomatologia Katowice ul. Francuska 36

ul. Francuska 36, Katowice

Od 50 zł

Centrum Medyczne LUX MED Stomatologia Katowice ul. Francuska 36

Ostateczna cena usługi zostanie podana przez specjalistę na podstawie wykonanych procedur. Szczegółowy cennik na stronie LUX MED https://www.luxmed.pl/dla-pacjenta/uslugi/cennik

Konsultacja online,

DENTAL STUDIO Daria Rowecka",,,,,https://www.znanylekarz.pl/daria-rowecka/stomatolog-protetyk/katowice#address-id=%5B1025639%2C1049206%2C998338%2C1049347%5D&filters%5Bspecializations%5D%5B%5D=103,,,,,,,,,lek. dent. Daria Rowecka,,,"Bytkowska 117,
									
									
																			Katowice",,"ul. Francuska 36,
									
									
																			Katowice",,
,Lek. dent. Agnieszka Mekle-Olejnik - Umów wizytę online | ZnanyLekarz.pl,,,,,,"Usługi i ceny
Ceny dotyczą wizyt prywatnych.

Popularne usługi

Konsultacja ortodontyczna

Bażantów 43/1, Katowice

250 zł

MEKDENT - Stomatologia i Ortodoncja

Pozostałe usługi

Aparat ortodontyczny Clear Aligner

Bażantów 43/1, Katowice

1 500 zł

MEKDENT - Stomatologia i Ortodoncja

Aparaty ruchome

Bażantów 43/1, Katowice

Od 1 200 zł

MEKDENT - Stomatologia i Ortodoncja

Aparaty stałe

Bażantów 43/1, Katowice

Od 3 600 zł

MEKDENT - Stomatologia i Ortodoncja

Aparaty stałe estetyczne

Bażantów 43/1, Katowice

Od 3 900 zł

MEKDENT - Stomatologia i Ortodoncja

Badanie RTG

Bażantów 43/1, Katowice

100 zł

MEKDENT - Stomatologia i Ortodoncja

Badanie stomatologiczne u dzieci + plan leczenia + wizyta adaptacyjna

Bażantów 43/1, Katowice

Od 100 zł

MEKDENT - Stomatologia i Ortodoncja

Fluoryzacja zębów

Bażantów 43/1, Katowice

150 zł

MEKDENT - Stomatologia i Ortodoncja

Invisalign

Bażantów 43/1, Katowice

20 000 zł

MEKDENT - Stomatologia i Ortodoncja

Kompleksowe badanie stomatologiczne + plan leczenia

Bażantów 43/1, Katowice

Od 100 zł

MEKDENT - Stomatologia i Ortodoncja

Konsultacja ortodontyczna dzieci

Bażantów 43/1, Katowice

250 zł

MEKDENT - Stomatologia i Ortodoncja

Leczenie próchnicy

Bażantów 43/1, Katowice

Od 250 zł

MEKDENT - Stomatologia i Ortodoncja

Leczenie wad zgryzu

Bażantów 43/1, Katowice

Dowiedz się więcej

MEKDENT - Stomatologia i Ortodoncja

Leczenie zębów mlecznych

Bażantów 43/1, Katowice

Od 150 zł

MEKDENT - Stomatologia i Ortodoncja

Pakiet higienizacyjny

Bażantów 43/1, Katowice

Od 300 zł

MEKDENT - Stomatologia i Ortodoncja

Profilaktyka wad zgryzu

Bażantów 43/1, Katowice

Dowiedz się więcej

MEKDENT - Stomatologia i Ortodoncja

Stomatologia estetyczna

Bażantów 43/1, Katowice

Dowiedz się więcej

MEKDENT - Stomatologia i Ortodoncja

Usuwanie kamienia nazębnego

Bażantów 43/1, Katowice

Od 250 zł

MEKDENT - Stomatologia i Ortodoncja

Zdjęcia cefalometryczne

Bażantów 43/1, Katowice

100 zł

MEKDENT - Stomatologia i Ortodoncja

Zdjęcia pantomograficzne

Bażantów 43/1, Katowice

100 zł

MEKDENT - Stomatologia i Ortodoncja",,,,,https://www.znanylekarz.pl/agnieszka-mekle-olejnik/stomatolog/katowice#address-id=%5B948858%5D&filters%5Bspecializations%5D%5B%5D=103,,,,,,,,,lek. dent. Agnieszka Mekle-Olejnik,,,"Bażantów 43/1, Katowice",,,,
,Iwona Meyer - Umów wizytę online | ZnanyLekarz.pl,,,,,,"Usługi i ceny
Ceny dotyczą wizyt prywatnych.

Popularne usługi

Konsultacja stomatologiczna

Tysiąclecia 101, Katowice

Od 100 zł

Centrum Medyczne Tysiąclecie

Pozostałe usługi

Konsultacja protetyczna

Tysiąclecia 101, Katowice

Od 100 zł

Centrum Medyczne Tysiąclecie",,,,,https://www.znanylekarz.pl/iwona-meyer/stomatolog/katowice#address-id=%5B979968%5D&filters%5Bspecializations%5D%5B%5D=103,,,,,,,,,Iwona Meyer,,,"Tysiąclecia 101, Katowice",,,,
,Lek. dent. Patrycja Antoń - Umów wizytę online | ZnanyLekarz.pl,,,,,,"Usługi i ceny
Ceny dotyczą wizyt prywatnych.

Popularne usługi

Konsultacja stomatologiczna

Przychodnia nr 3, Zawiszy Czarnego 7a, Katowice, Katowice

Dowiedz się więcej

Centrum Medyczne EPIONE

Powstańców 37/2, Katowice

Od 120 zł

NZOZ Udente

Powstańców 37/2, Katowice

Od 120 zł

NZOZ Udente

Konsultacja stomatologiczna dzieci

Przychodnia nr 3, Zawiszy Czarnego 7a, Katowice, Katowice

150 zł

Centrum Medyczne EPIONE

Pozostałe usługi

Badania stomatologiczne

Powstańców 37/2, Katowice

Od 120 zł

NZOZ Udente

Chirurgia stomatologiczna

Powstańców 37/2, Katowice

Od 250 zł

NZOZ Udente

Ekstrakcja zęba

Przychodnia nr 3, Zawiszy Czarnego 7a, Katowice, Katowice

200 zł

Centrum Medyczne EPIONE

Fluoryzacja zębów

Przychodnia nr 3, Zawiszy Czarnego 7a, Katowice, Katowice

150 zł

Centrum Medyczne EPIONE

Powstańców 37/2, Katowice

Od 150 zł

NZOZ Udente

Lakowanie zęba mlecznego

Przychodnia nr 3, Zawiszy Czarnego 7a, Katowice, Katowice

100 zł

Centrum Medyczne EPIONE

Lakowanie zębów

Przychodnia nr 3, Zawiszy Czarnego 7a, Katowice, Katowice

150 zł

Centrum Medyczne EPIONE

Leczenie kanałowe

Przychodnia nr 3, Zawiszy Czarnego 7a, Katowice, Katowice

800 zł

Centrum Medyczne EPIONE

Powstańców 37/2, Katowice

Od 600 zł

NZOZ Udente

Leczenie próchnicy

Powstańców 37/2, Katowice

Od 220 zł

NZOZ Udente

Odbudowa zębów

Powstańców 37/2, Katowice

Od 220 zł

NZOZ Udente

Piaskowanie

Powstańców 37/2, Katowice

Od 150 zł

NZOZ Udente

Profilaktyka próchnicy

Powstańców 37/2, Katowice

Od 220 zł

NZOZ Udente

Przegląd stomatologiczny

Przychodnia nr 3, Zawiszy Czarnego 7a, Katowice, Katowice

150 zł

Centrum Medyczne EPIONE

Przegląd stomatologiczny + plan leczenia

Przychodnia nr 3, Zawiszy Czarnego 7a, Katowice, Katowice

150 zł

Centrum Medyczne EPIONE

Stomatologia zachowawcza

Powstańców 37/2, Katowice

Od 220 zł

NZOZ Udente

Usunięcie kamienia nazębnego

Przychodnia nr 3, Zawiszy Czarnego 7a, Katowice, Katowice

150 zł

Centrum Medyczne EPIONE

Usuwanie kamienia nazębnego

Powstańców 37/2, Katowice

Dowiedz się więcej

NZOZ Udente

Wypełnienie kompozytowe

Powstańców 37/2, Katowice

Darmowa usługa

NZOZ Udente",,,,,https://www.znanylekarz.pl/patrycja-anton/stomatolog/katowice#address-id=%5B1050900%5D&filters%5Bspecializations%5D%5B%5D=103,,,,,,,,,lek. dent. Patrycja Antoń,,,"Przychodnia nr 3, Zawiszy Czarnego 7a, Katowice,
									
									
																			Katowice",,"Powstańców 37/2, Katowice",,
,Lek. dent. Alicja Jamróz - Umów wizytę online | ZnanyLekarz.pl,,,,,,"Usługi i ceny
Ceny dotyczą wizyt prywatnych.

Konsultacja ortodontyczna

3 Maja 40, Dąbrowa Górnicza

Od 160 zł

Centrum Zdrowia Jomadent

Konsultacja ortodontyczna do 20rż.",,,,,https://www.znanylekarz.pl/alicja-jamroz/stomatolog/dabrowa-gornicza#address-id=%5B1031562%5D&filters%5Bspecializations%5D%5B%5D=103,,,,,,,,,lek. dent. Alicja Jamróz,,,"3 Maja 40, Dąbrowa Górnicza",,,,
,Lek. dent. Karolina Kolarczyk - Umów wizytę online | ZnanyLekarz.pl,,,,,,"Usługi i ceny
Ceny dotyczą wizyt prywatnych.

Popularne usługi

Konsultacja stomatologiczna

Dolnych Wałów 8, Gliwice

Od 150 zł

GlivDental

Konsultacja stomatologiczna dzieci

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

DL PIANO Segment C - Wrocławska 54, Katowice

Centrum Medyczne GLIVCLINIC

Pozostałe usługi

Badania diagnostyczne

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Badania profilaktyczne

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Badania stomatologiczne

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Chirurgia stomatologiczna

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Fluoryzacja zębów

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Leczenie próchnicy

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Odbudowa zębów

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Profilaktyka próchnicy

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Stomatologia estetyczna

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Stomatologia zachowawcza

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Wizyta adaptacyjna dzieci

Dolnych Wałów 8, Gliwice

200 zł

GlivDental

Wybielanie zębów

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Wypełnienie kompozytowe

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental",,,,,https://www.znanylekarz.pl/karolina-kolarczyk/stomatolog-dzieciecy-stomatolog/katowice#address-id=%5B1013780%5D&filters%5Bspecializations%5D%5B%5D=103,,,,,,,,,lek. dent. Karolina Kolarczyk,,,"Dolnych Wałów 8,
									
									
																			Gliwice",,"DL PIANO Segment C - Wrocławska 54, Katowice",,
,Lek. dent. Bartosz Kubat - Umów wizytę online | ZnanyLekarz.pl,,,,,,"Usługi i ceny
Ceny dotyczą wizyt prywatnych.

Korony porcelanowe

Lelewela 13/15, Częstochowa

Od 1 000 zł

DENTeam

Leczenie kanałowe pod mikroskopem

Lelewela 13/15, Częstochowa

Od 500 zł

DENTeam

Leczenie próchnicy

Lelewela 13/15, Częstochowa

Od 200 zł

DENTeam

Mikrochirurgia endodontyczna

Lelewela 13/15, Częstochowa

Dowiedz się więcej

DENTeam

Scaling + piaskowanie

Lelewela 13/15, Częstochowa

400 zł

DENTeam",,,,,https://www.znanylekarz.pl/bartosz-kubat/stomatolog/czestochowa#address-id=%5B457862%5D&filters%5Bspecializations%5D%5B%5D=103,,,,,,,,,lek. dent. Bartosz Kubat,,,"Lelewela 13/15, Częstochowa",,,,
,Lek. dent. Ewa Piłatowska - Umów wizytę online | ZnanyLekarz.pl,,,,,,"Usługi i ceny
Ceny dotyczą wizyt prywatnych.

Popularne usługi

Konsultacja stomatologiczna

Czołgistów 31, Zabrze

Od 150 zł

JO-Dent

Czołgistów 31, Zabrze

Od 50 zł

JO-Dent

Pozostałe usługi

Konsultacja endodontyczna

Czołgistów 31, Zabrze

Od 200 zł

JO-Dent

Konsultacja protetyczna

Czołgistów 31, Zabrze

Od 100 zł

JO-Dent

Leczenie próchnicy

Czołgistów 31, Zabrze

Od 100 zł

JO-Dent",,,,,https://www.znanylekarz.pl/ewa-pilatowska/stomatolog/zabrze#address-id=%5B916251%5D&filters%5Bspecializations%5D%5B%5D=103,,,,,,,,,lek. dent. Ewa Piłatowska,,,"Czołgistów 31, Zabrze",,,,
,Lek. dent. Michał Wójcik - Umów wizytę online | ZnanyLekarz.pl,,,,,,"Usługi i ceny
Ceny dotyczą wizyt prywatnych.

Popularne usługi

Chirurgia stomatologiczna

Patriotów 245, Warszawa

DrSobczak

Konsultacja stomatologiczna

ul. św. Jacka 14, Katowice

Dowiedz się więcej

Śmigiel Implant Master Clinic Katowice | Medicover

Pozostałe usługi

Chirurgiczne podniesienie dna zatoki szczękowej

ul. św. Jacka 14, Katowice

5 900 zł

Śmigiel Implant Master Clinic Katowice | Medicover

Implanty

ul. św. Jacka 14, Katowice

3 870 zł

Śmigiel Implant Master Clinic Katowice | Medicover

Konsultacja chirurgiczna

ul. św. Jacka 14, Katowice

230 zł

Śmigiel Implant Master Clinic Katowice | Medicover

Konsultacja implantologiczna

Żelazna 4, Katowice

Dowiedz się więcej

Stomatologia Medicover Żelazna Katowice

Konsultacja implantologiczna z planem leczenia

Żelazna 4, Katowice

Dowiedz się więcej

Stomatologia Medicover Żelazna Katowice

Konsultacja protetyczna

Oławska 9, Wrocław

Europejskie Centrum Implantologii i Stomatologii Estetycznej Prestige Dent

Usunięcie zęba stałego

ul. św. Jacka 14, Katowice

590 zł

Śmigiel Implant Master Clinic Katowice | Medicover","Patriotów 245,
									
									Wawer,
																			Warszawa",,,,https://www.znanylekarz.pl/michal-wojcik-4/stomatolog-chirurg-stomatologiczny/warszawa#address-id=%5B971427%5D&filters%5Bspecializations%5D%5B%5D=103,,,,,,,,,lek. dent. Michał Wójcik,"Oławska 9, Stare Miasto, Wrocław",,"ul. św. Jacka 14,
									
									
																			Katowice",,"Żelazna 4,
									
									
																			Katowice",,
"plac Marszałka Józefa Piłsudskiego 6/1A, Gliwice",Dr Katarzyna Hadera - Umów wizytę online | ZnanyLekarz.pl,,,,,,"Usługi i ceny
Ceny dotyczą wizyt prywatnych.

Popularne usługi

Konsultacja protetyczna

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Sadowa 67, Oświęcim

Od 200 zł

Centrum Uśmiechnij Mi Się - Stomatologia, Implantologia, Dentysta Oświęcim

Współczesna protetyka to szansa na przywrócenie braków w uzębieniu, a także utrzymanie oraz przedłużenie młodego wyglądu i zdrowego uśmiechu. Po utracie zębów naturalnych lub po ich rozległym uszkodzeniu leczenie protetyczne jest najlepszym rozwiązaniem. Umożliwia odbudowę uzębienia, uzupełnienie w nim ubytków oraz pozwala przywrócić prawidłowe funkcje żucia i wymowy. W cenie wliczone jest badanie stomatologiczne, uzupełnienie karty badania, którą Pacjent otrzymuje po zakończonej wizycie, zdjęcia fotograficzne wewnątrz ustne oraz propozycja leczenia protetycznego (na życzenia pacjenta zostaje w ciągu kilku dni roboczych stworzony plan leczenia zawierający wycenę leczenia) UWAGA! Podczas wizyty pierwszorazowej może pojawić się konieczność wykonania zdjęcia panoramicznego - 100zł oraz zdjęcia tomograficznego 3D 200 zł, wtedy Pacjent płaci tylko za zdjęcie 3D O przewidywanych kosztach i planie leczenia lekarz informuje pacjenta podczas wizyty konsultacyjnej.

DL PIANO Segment C - Wrocławska 54, Katowice

Dowiedz się więcej

Centrum Medyczne GLIVCLINIC

Dworcowa 60, Gliwice

Dowiedz się więcej

Centrum Medyczne GLIVCLINIC

plac Marszałka Józefa Piłsudskiego 6/1A, Gliwice

Dowiedz się więcej

Centrum Medyczne GLIVCLINIC

Konsultacja specjalistyczna (implantologiczna, protetyczna)

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Konsultacja stomatologiczna

Dolnych Wałów 8, Gliwice

Od 150 zł

GlivDental

Pozostałe usługi

Badania stomatologiczne

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Leczenie chorób stawu skroniowo-żuchwowego

Dolnych Wałów 8, Gliwice

200 zł

GlivDental

Leczenie zachowawcze

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Protetyka na implantach

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Protezy akrylowe

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Protezy dziecięce

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Protezy szkieletowe

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Rehabilitacja protetyczna

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Stomatologia estetyczna

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Szyna relaksacyjna

Dolnych Wałów 8, Gliwice

Od 800 zł

GlivDental

szyna Michigan(relaksacyjna/stabilizująca)

Wizyta kontrolna

Dolnych Wałów 8, Gliwice

Od 100 zł

GlivDental

wizyta kontrolna w trakcie szynoterapii

Wizyta protetyczna (kontynuacja)

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Wypełnienie kompozytowe

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental","DL PIANO Segment C - Wrocławska 54,
									
									
																			Katowice",,,,https://www.znanylekarz.pl/katarzyna-hadera/stomatolog-protetyk/gliwice#address-id=%5B1023991%5D&filters%5Bspecializations%5D%5B%5D=103,,,,,,,,,dr Katarzyna Hadera,"Dworcowa 60,
									
									
																			Gliwice",,"Dolnych Wałów 8,
									
									
																			Gliwice",,"Sadowa 67,
									
									
																			Oświęcim",,
,Lek. dent. Aleksandra Godek - Umów wizytę online | ZnanyLekarz.pl,,,,,,"Usługi i ceny
Ceny dotyczą wizyt prywatnych.

Badania stomatologiczne

Czeladzka 13, Będzin

Od 50 zł

Stomatologia pod zamkiem

Chirurgia stomatologiczna

Czeladzka 13, Będzin

Od 200 zł

Stomatologia pod zamkiem

Implanty

Czeladzka 13, Będzin

Od 2 500 zł

Stomatologia pod zamkiem

Konsultacja chirurgiczna

Czeladzka 13, Będzin

100 zł

Stomatologia pod zamkiem

Konsultacja implantologiczna

Czeladzka 13, Będzin

100 zł

Stomatologia pod zamkiem

Konsultacja protetyczna

Marcina Kasprzaka 6, Dąbrowa Górnicza

Codzienna Stomatologia

Stomatologia zachowawcza

Czeladzka 13, Będzin

Od 200 zł

Stomatologia pod zamkiem

Wypełnienie kompozytowe

Czeladzka 13, Będzin

Od 200 zł

Stomatologia pod zamkiem",,,,,https://www.znanylekarz.pl/aleksandra-godek/stomatolog/bedzin#address-id=%5B837604%5D&filters%5Bspecializations%5D%5B%5D=103,,,,,,,,,lek. dent. Aleksandra Godek,,,"Czeladzka 13,
									
									
																			Będzin",,"Marcina Kasprzaka 6, Dąbrowa Górnicza",,
,Anna Kruczek-Kazibudzka - Umów wizytę online | ZnanyLekarz.pl,,,,,,"Usługi i ceny
Ceny dotyczą wizyt prywatnych.

Popularne usługi

Konsultacja stomatologiczna

Stanisława Małachowskiego 1a, Sosnowiec

Dowiedz się więcej

Medicover Stomatologia Sosnowiec Małachowskiego 1A

Grabowa 1D, Katowice

Od 200 zł

DUO MEDICA

Plastyka dziąseł

Stefana Kisielewskiego 19, Sosnowiec

N.Z.O.Z.Centrum Medyczne Dentimed Sp. z.o.o

Grabowa 1D, Katowice

Od 500 zł

DUO MEDICA

Przeszczepy tkanek w jamie ustnej

Grabowa 1D, Katowice

Od 500 zł

DUO MEDICA

Scaling poddziąsłowy

Stefana Kisielewskiego 19, Sosnowiec

N.Z.O.Z.Centrum Medyczne Dentimed Sp. z.o.o

Grabowa 1D, Katowice

Od 500 zł

DUO MEDICA

Szynowanie zębów

Grabowa 1D, Katowice

Od 350 zł

DUO MEDICA

Pozostałe usługi

Kiretaż

Stefana Kisielewskiego 19, Sosnowiec

N.Z.O.Z.Centrum Medyczne Dentimed Sp. z.o.o

Konsultacja periodontologiczna

Stanisława Małachowskiego 1a, Sosnowiec

Dowiedz się więcej

Medicover Stomatologia Sosnowiec Małachowskiego 1A

Stefana Kisielewskiego 19, Sosnowiec

N.Z.O.Z.Centrum Medyczne Dentimed Sp. z.o.o

Grabowa 1D, Katowice

Od 200 zł

DUO MEDICA

Laserowe leczenie opryszczki i aft

Grabowa 1D, Katowice

Od 200 zł

DUO MEDICA

SRP (kiretaż)

Grabowa 1D, Katowice

Od 1 500 zł

DUO MEDICA

Uśmiech dziąsłowy

Grabowa 1D, Katowice

Od 500 zł

DUO MEDICA","Grabowa 1D, Katowice",,,,https://www.znanylekarz.pl/anna-kruczek-kazibudzka/stomatolog/sosnowiec#address-id=%5B1051419%5D&filters%5Bspecializations%5D%5B%5D=103,,,,,,,,,Anna Kruczek-Kazibudzka,,,"Stanisława Małachowskiego 1a,
									
									
																			Sosnowiec",,"Stefana Kisielewskiego 19,
									
									
																			Sosnowiec",,
,Lek. dent. Adam Dobras - Umów wizytę online | ZnanyLekarz.pl,,,,,,"Usługi i ceny
Ceny dotyczą wizyt prywatnych.

Popularne usługi

Konsultacja stomatologiczna

Kościuszki 19, Rybnik

100 zł

Dobras&Dobras Centrum Stomatologii

Pozostałe usługi

Badania stomatologiczne

Kościuszki 19, Rybnik

Od 100 zł

Dobras&Dobras Centrum Stomatologii

Chirurgiczne usuwanie zębów

Kościuszki 19, Rybnik

Od 500 zł

Dobras&Dobras Centrum Stomatologii

Implanty

Kościuszki 19, Rybnik

Od 2 400 zł

Dobras&Dobras Centrum Stomatologii

Konsultacja chirurgiczna

Kościuszki 19, Rybnik

100 zł

Dobras&Dobras Centrum Stomatologii

Konsultacja protetyczna

Kościuszki 19, Rybnik

100 zł

Dobras&Dobras Centrum Stomatologii

Korony

Kościuszki 19, Rybnik

Od 1 200 zł

Dobras&Dobras Centrum Stomatologii

Leczenie kanałowe

Kościuszki 19, Rybnik

Od 600 zł

Dobras&Dobras Centrum Stomatologii

Leczenie próchnicy

Kościuszki 19, Rybnik

Od 250 zł

Dobras&Dobras Centrum Stomatologii

Licówki

Kościuszki 19, Rybnik

Od 500 zł

Dobras&Dobras Centrum Stomatologii

Odbudowa na implancie (korona + łącznik)

Kościuszki 19, Rybnik

Od 2 000 zł

Dobras&Dobras Centrum Stomatologii

Odbudowa zębów

Kościuszki 19, Rybnik

Od 250 zł

Dobras&Dobras Centrum Stomatologii

Piaskowanie

Kościuszki 19, Rybnik

200 zł

Dobras&Dobras Centrum Stomatologii

Profilaktyka próchnicy

Kościuszki 19, Rybnik

Dowiedz się więcej

Dobras&Dobras Centrum Stomatologii

Protezy

Kościuszki 19, Rybnik

Dowiedz się więcej

Dobras&Dobras Centrum Stomatologii

Stomatologia estetyczna

Kościuszki 19, Rybnik

Dowiedz się więcej

Dobras&Dobras Centrum Stomatologii

Stomatologia zachowawcza

Kościuszki 19, Rybnik

Dowiedz się więcej

Dobras&Dobras Centrum Stomatologii

Usuwanie kamienia nazębnego

Kościuszki 19, Rybnik

Od 200 zł

Dobras&Dobras Centrum Stomatologii

Wybielanie zębów

Kościuszki 19, Rybnik

Dowiedz się więcej

Dobras&Dobras Centrum Stomatologii",,,,,https://www.znanylekarz.pl/adam-dobras/stomatolog-chirurg-stomatologiczny/rybnik#address-id=%5B982309%5D&filters%5Bspecializations%5D%5B%5D=103,,,,,,,,,lek. dent. Adam Dobras,,,"Kościuszki 19, Rybnik",,,,
,Lek. dent. Hanna Piec - Umów wizytę online | ZnanyLekarz.pl,,,,,,"Usługi i ceny
Ceny dotyczą wizyt prywatnych.

Konsultacja stomatologiczna (kolejna wizyta)

Generała Zygmunta Waltera-Jankego 275, Katowice

Od 290 zł

iDentysta Clinic

Konsultacja stomatologiczna (pierwsza wizyta)

Generała Zygmunta Waltera-Jankego 275, Katowice

Od 150 zł

iDentysta Clinic

Konsultacja stomatologiczna

Generała Zygmunta Waltera-Jankego 275, Katowice

Od 150 zł

iDentysta Clinic",,,,,https://www.znanylekarz.pl/hanna-piec/stomatolog-stomatolog-dzieciecy/katowice#address-id=%5B1056067%5D&filters%5Bspecializations%5D%5B%5D=103,,,,,,,,,lek. dent. Hanna Piec,,,"Generała Zygmunta Waltera-Jankego 275, Katowice",,,,
"ul. Kochanowskiego 3, Racibórz",Lek. dent. Paweł Arboczius - Umów wizytę online | ZnanyLekarz.pl,,,,,,"Usługi i ceny
Ceny dotyczą wizyt prywatnych.

Popularne usługi

Leczenie endodontyczne

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Leczenie kanałowe

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Pozostałe usługi

Konsultacja protetyczna

DL PIANO Segment C - Wrocławska 54, Katowice

Dowiedz się więcej

Centrum Medyczne GLIVCLINIC

Teatralna 10, Sosnowiec

Instytut Zdrowia Centrum

Ul. Gen. Władysława Andersa 66, Sosnowiec

Paweł Arboczius Praktyka Dentystyczna

ul. Kochanowskiego 3, Racibórz

DenticaCenter

Leczenie endodontyczne ząb dwukanałowy

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Leczenie endodontyczne ząb jednokanałowy

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Leczenie endodontyczne ząb trzykanałowy i czeterokanałowy

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Leczenie kanałowe pod mikroskopem

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Leczenie kanałowe zęba 1-3

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Leczenie kanałowe zęba 4-5

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Leczenie kanałowe zębów trzonowych

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Pierwotne leczenie kanałowe pod mikroskopem

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Powtórne leczenie kanałowe pod mikroskopem

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Udrożnienie kanału pod mikroskopem

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental

Wypełnienie ostateczne kanału

Dolnych Wałów 8, Gliwice

Dowiedz się więcej

GlivDental","Teatralna 10,
									
									
																			Sosnowiec",,,,https://www.znanylekarz.pl/pawel-arboczius/stomatolog/gliwice#address-id=%5B1018241%5D&filters%5Bspecializations%5D%5B%5D=103,,,,,,,,,lek. dent. Paweł Arboczius,"Ul. Gen. Władysława Andersa 66,
									
									
																			Sosnowiec",,"Dolnych Wałów 8,
									
									
																			Gliwice",,"DL PIANO Segment C - Wrocławska 54,
									
									
																			Katowice",,
